Khách hàng,Sản phẩm,Ngày mua,Giá trị,Xu hướng mua sắm,Số lượng,Độ tin cậy của khách hàng,Khu vực,Thời gian mua sắm,Phương pháp thanh toán,Chiến dịch quảng cáo
KH2391,SP005,11/1/2022,450,Tăng,293,Trung bình,Khu vực A,Buổi tối,Cao,CD2
KH2392,SP004,11/1/2022,249,Tăng,50,Trung bình,Khu vực A,Buổi chiều,Cao,CD12
KH2393,SP005,14/1/2022,338,Tăng,220,Thấp,Khu vực A,Buổi tối,Thấp,CD37
KH2394,SP001,11/1/2022,312,Tăng,207,Thấp,Khu vực B,Buổi sáng,Cao,CD10
KH2395,SP001,31/1/2022,127,Giảm,114,Cao,Khu vực A,Buổi tối,Cao,CD23
KH2396,SP003,1/1/2022,390,Tăng,98,Trung bình,Khu vực A,Buổi sáng,Thấp,CD38
KH2397,SP004,23/1/2022,199,Giảm,55,Trung bình,Khu vực A,Buổi chiều,Cao,CD8
KH2398,SP004,1/1/2022,457,Tăng,269,Trung bình,Khu vực B,Buổi sáng,Cao,CD49
KH2399,SP005,9/1/2022,208,Tăng,235,Thấp,Khu vực B,Buổi chiều,Thấp,CD42
KH2400,SP001,17/1/2022,463,Tăng,252,Thấp,Khu vực A,Buổi tối,Thấp,CD16
KH2401,SP001,14/1/2022,486,Tăng,289,Cao,Khu vực C,Buổi sáng,Cao,CD50
KH2402,SP002,21/1/2022,401,Tăng,273,Cao,Khu vực B,Buổi sáng,Thấp,CD49
KH2403,SP005,7/1/2022,448,Tăng,57,Trung bình,Khu vực C,Buổi tối,Thấp,CD47
KH2404,SP004,28/1/2022,108,Giảm,190,Thấp,Khu vực C,Buổi chiều,Thấp,CD2
KH2405,SP004,21/1/2022,59,Giảm,214,Trung bình,Khu vực A,Buổi tối,Cao,CD2
KH2406,SP001,27/1/2022,468,Tăng,131,Trung bình,Khu vực C,Buổi sáng,Thấp,CD17
KH2407,SP001,29/1/2022,251,Tăng,32,Cao,Khu vực C,Buổi chiều,Cao,CD42
KH2408,SP003,6/1/2022,80,Giảm,151,Thấp,Khu vực A,Buổi sáng,Thấp,CD47
KH2409,SP005,5/1/2022,381,Tăng,285,Cao,Khu vực A,Buổi chiều,Thấp,CD46
KH2410,SP003,7/1/2022,127,Giảm,241,Trung bình,Khu vực C,Buổi tối,Thấp,CD26
KH2411,SP002,16/1/2022,263,Tăng,61,Trung bình,Khu vực B,Buổi sáng,Thấp,CD3
KH2412,SP004,19/1/2022,218,Tăng,229,Thấp,Khu vực B,Buổi chiều,Cao,CD1
KH2413,SP005,4/1/2022,59,Giảm,54,Cao,Khu vực C,Buổi sáng,Thấp,CD29
KH2414,SP003,28/1/2022,410,Tăng,87,Thấp,Khu vực A,Buổi sáng,Thấp,CD21
KH2415,SP001,23/1/2022,299,Tăng,146,Cao,Khu vực A,Buổi sáng,Thấp,CD47
KH2416,SP002,29/1/2022,244,Tăng,65,Thấp,Khu vực A,Buổi chiều,Thấp,CD2
KH2417,SP003,27/1/2022,80,Giảm,127,Cao,Khu vực A,Buổi tối,Cao,CD27
KH2418,SP002,19/1/2022,189,Giảm,276,Cao,Khu vực C,Buổi chiều,Cao,CD28
KH2419,SP003,15/1/2022,86,Giảm,266,Trung bình,Khu vực A,Buổi chiều,Thấp,CD11
KH2420,SP002,21/1/2022,296,Tăng,220,Thấp,Khu vực A,Buổi tối,Thấp,CD21
KH2421,SP002,27/1/2022,489,Tăng,175,Trung bình,Khu vực C,Buổi chiều,Thấp,CD27
KH2422,SP001,19/1/2022,302,Tăng,254,Cao,Khu vực A,Buổi tối,Thấp,CD38
KH2423,SP002,18/1/2022,151,Giảm,91,Cao,Khu vực C,Buổi sáng,Thấp,CD5
KH2424,SP004,13/1/2022,356,Tăng,82,Trung bình,Khu vực C,Buổi chiều,Thấp,CD36
KH2425,SP003,26/1/2022,436,Tăng,259,Thấp,Khu vực A,Buổi tối,Thấp,CD8
KH2426,SP003,19/1/2022,325,Tăng,231,Trung bình,Khu vực C,Buổi sáng,Thấp,CD27
KH2427,SP005,9/1/2022,423,Tăng,297,Thấp,Khu vực A,Buổi sáng,Cao,CD23
KH2428,SP001,11/1/2022,144,Giảm,62,Trung bình,Khu vực A,Buổi sáng,Thấp,CD39
KH2429,SP005,9/1/2022,449,Tăng,162,Cao,Khu vực B,Buổi tối,Cao,CD49
KH2430,SP002,24/1/2022,467,Tăng,69,Thấp,Khu vực B,Buổi sáng,Thấp,CD25
KH2431,SP005,3/1/2022,117,Giảm,186,Thấp,Khu vực A,Buổi sáng,Cao,CD1
KH2432,SP003,17/1/2022,189,Giảm,299,Trung bình,Khu vực B,Buổi tối,Thấp,CD41
KH2433,SP004,19/1/2022,490,Tăng,247,Thấp,Khu vực B,Buổi chiều,Thấp,CD28
KH2434,SP005,1/1/2022,274,Tăng,135,Cao,Khu vực B,Buổi sáng,Thấp,CD44
KH2435,SP004,29/1/2022,416,Tăng,300,Trung bình,Khu vực C,Buổi chiều,Cao,CD5
KH2436,SP003,25/1/2022,145,Giảm,208,Trung bình,Khu vực C,Buổi sáng,Thấp,CD49
KH2437,SP003,3/1/2022,90,Giảm,163,Thấp,Khu vực A,Buổi sáng,Thấp,CD27
KH2438,SP002,3/1/2022,223,Tăng,37,Thấp,Khu vực B,Buổi tối,Cao,CD34
KH2439,SP001,11/1/2022,206,Tăng,91,Thấp,Khu vực B,Buổi sáng,Cao,CD25
KH2440,SP002,28/1/2022,198,Giảm,208,Thấp,Khu vực A,Buổi tối,Cao,CD4
KH2441,SP005,4/1/2022,291,Tăng,195,Thấp,Khu vực C,Buổi chiều,Cao,CD8
KH2442,SP002,28/1/2022,181,Giảm,265,Trung bình,Khu vực B,Buổi chiều,Cao,CD35
KH2443,SP002,6/1/2022,387,Tăng,72,Thấp,Khu vực C,Buổi tối,Cao,CD25
KH2444,SP004,3/1/2022,167,Giảm,174,Thấp,Khu vực A,Buổi chiều,Cao,CD3
KH2445,SP002,7/1/2022,188,Giảm,196,Trung bình,Khu vực A,Buổi tối,Cao,CD43
KH2446,SP003,9/1/2022,311,Tăng,270,Thấp,Khu vực B,Buổi chiều,Cao,CD7
KH2447,SP005,21/1/2022,121,Giảm,64,Thấp,Khu vực C,Buổi tối,Cao,CD35
KH2448,SP002,11/1/2022,379,Tăng,185,Thấp,Khu vực C,Buổi chiều,Thấp,CD23
KH2449,SP003,11/1/2022,146,Giảm,300,Trung bình,Khu vực A,Buổi tối,Cao,CD8
KH2450,SP004,27/1/2022,208,Tăng,56,Cao,Khu vực B,Buổi tối,Thấp,CD34
KH2451,SP002,21/1/2022,304,Tăng,271,Thấp,Khu vực A,Buổi chiều,Thấp,CD14
KH2452,SP002,11/1/2022,254,Tăng,235,Cao,Khu vực A,Buổi sáng,Cao,CD43
KH2453,SP005,15/1/2022,377,Tăng,54,Trung bình,Khu vực A,Buổi tối,Cao,CD11
KH2454,SP001,21/1/2022,125,Giảm,266,Trung bình,Khu vực B,Buổi tối,Cao,CD48
KH2455,SP003,31/1/2022,460,Tăng,169,Trung bình,Khu vực B,Buổi sáng,Thấp,CD48
KH2456,SP001,31/1/2022,141,Giảm,293,Trung bình,Khu vực C,Buổi tối,Thấp,CD5
KH2457,SP004,14/1/2022,139,Giảm,97,Thấp,Khu vực A,Buổi chiều,Thấp,CD37
KH2458,SP001,1/1/2022,245,Tăng,158,Trung bình,Khu vực B,Buổi tối,Cao,CD39
KH2459,SP002,13/1/2022,208,Tăng,74,Thấp,Khu vực B,Buổi sáng,Thấp,CD46
KH2460,SP002,16/1/2022,233,Tăng,44,Cao,Khu vực C,Buổi chiều,Cao,CD21
KH2461,SP001,19/1/2022,93,Giảm,271,Trung bình,Khu vực A,Buổi tối,Cao,CD36
KH2462,SP005,5/1/2022,311,Tăng,73,Cao,Khu vực A,Buổi sáng,Thấp,CD46
KH2463,SP002,13/1/2022,87,Giảm,247,Thấp,Khu vực B,Buổi tối,Cao,CD46
KH2464,SP003,21/1/2022,384,Tăng,193,Cao,Khu vực A,Buổi tối,Thấp,CD29
KH2465,SP002,31/1/2022,171,Giảm,171,Thấp,Khu vực C,Buổi sáng,Cao,CD16
KH2466,SP003,11/1/2022,236,Tăng,126,Cao,Khu vực B,Buổi tối,Thấp,CD23
KH2467,SP002,25/1/2022,217,Tăng,210,Trung bình,Khu vực C,Buổi chiều,Thấp,CD46
KH2468,SP005,6/1/2022,229,Tăng,201,Thấp,Khu vực A,Buổi chiều,Thấp,CD25
KH2469,SP005,21/1/2022,291,Tăng,127,Trung bình,Khu vực B,Buổi tối,Cao,CD3
KH2470,SP003,25/1/2022,477,Tăng,100,Cao,Khu vực A,Buổi chiều,Cao,CD49
KH2471,SP002,21/1/2022,271,Tăng,229,Trung bình,Khu vực C,Buổi sáng,Thấp,CD10
KH2472,SP005,11/1/2022,364,Tăng,246,Thấp,Khu vực A,Buổi tối,Thấp,CD18
KH2473,SP003,14/1/2022,492,Tăng,221,Cao,Khu vực C,Buổi chiều,Thấp,CD28
KH2474,SP002,4/1/2022,112,Giảm,84,Thấp,Khu vực B,Buổi chiều,Thấp,CD43
KH2475,SP004,18/1/2022,372,Tăng,237,Trung bình,Khu vực A,Buổi tối,Cao,CD2
KH2476,SP005,1/1/2022,311,Tăng,279,Cao,Khu vực A,Buổi tối,Thấp,CD32
KH2477,SP002,27/1/2022,336,Tăng,80,Cao,Khu vực B,Buổi tối,Thấp,CD30
KH2478,SP002,1/1/2022,422,Tăng,222,Trung bình,Khu vực C,Buổi chiều,Thấp,CD33
KH2479,SP004,11/1/2022,497,Tăng,248,Trung bình,Khu vực A,Buổi sáng,Thấp,CD11
KH2480,SP002,17/1/2022,352,Tăng,232,Thấp,Khu vực C,Buổi sáng,Cao,CD6
KH2481,SP003,11/1/2022,249,Tăng,218,Trung bình,Khu vực A,Buổi sáng,Cao,CD34
KH2482,SP003,1/1/2022,110,Giảm,159,Cao,Khu vực A,Buổi tối,Thấp,CD37
KH2483,SP004,5/1/2022,346,Tăng,248,Trung bình,Khu vực C,Buổi chiều,Cao,CD35
KH2484,SP004,8/1/2022,482,Tăng,277,Thấp,Khu vực C,Buổi sáng,Thấp,CD37
KH2485,SP001,6/1/2022,265,Tăng,56,Trung bình,Khu vực B,Buổi tối,Cao,CD9
KH2486,SP001,4/1/2022,202,Tăng,58,Trung bình,Khu vực A,Buổi chiều,Thấp,CD33
KH2487,SP004,21/1/2022,65,Giảm,63,Trung bình,Khu vực A,Buổi chiều,Cao,CD2
KH2488,SP005,8/1/2022,401,Tăng,118,Cao,Khu vực A,Buổi chiều,Thấp,CD50
KH2489,SP003,1/1/2022,83,Giảm,38,Trung bình,Khu vực A,Buổi tối,Thấp,CD29
KH2490,SP004,4/1/2022,225,Tăng,228,Cao,Khu vực A,Buổi tối,Thấp,CD11
KH2491,SP003,14/1/2022,389,Tăng,127,Trung bình,Khu vực C,Buổi tối,Thấp,CD28
KH2492,SP002,21/1/2022,75,Giảm,262,Cao,Khu vực C,Buổi tối,Thấp,CD28
KH2493,SP003,21/1/2022,146,Giảm,205,Trung bình,Khu vực C,Buổi tối,Thấp,CD39
KH2494,SP001,5/1/2022,498,Tăng,74,Thấp,Khu vực A,Buổi sáng,Cao,CD17
KH2495,SP004,16/1/2022,455,Tăng,62,Cao,Khu vực A,Buổi chiều,Thấp,CD21
KH2496,SP002,23/1/2022,109,Giảm,79,Cao,Khu vực C,Buổi chiều,Cao,CD30
KH2497,SP002,25/1/2022,104,Giảm,70,Trung bình,Khu vực A,Buổi tối,Cao,CD29
KH2498,SP003,8/1/2022,132,Giảm,31,Thấp,Khu vực A,Buổi chiều,Thấp,CD28
KH2499,SP005,21/1/2022,161,Giảm,142,Thấp,Khu vực C,Buổi sáng,Thấp,CD25
KH2500,SP002,31/1/2022,335,Tăng,69,Thấp,Khu vực B,Buổi chiều,Thấp,CD30
KH2501,SP004,27/1/2022,125,Giảm,278,Cao,Khu vực C,Buổi tối,Thấp,CD39
KH2502,SP005,27/1/2022,316,Tăng,254,Thấp,Khu vực A,Buổi chiều,Cao,CD21
KH2503,SP001,11/1/2022,341,Tăng,293,Thấp,Khu vực A,Buổi tối,Cao,CD47
KH2504,SP002,29/1/2022,221,Tăng,252,Cao,Khu vực C,Buổi tối,Thấp,CD12
KH2505,SP005,18/1/2022,238,Tăng,293,Trung bình,Khu vực C,Buổi sáng,Thấp,CD43
KH2506,SP003,8/1/2022,219,Tăng,129,Cao,Khu vực C,Buổi chiều,Thấp,CD22
KH2507,SP001,21/1/2022,324,Tăng,115,Cao,Khu vực B,Buổi chiều,Thấp,CD41
KH2508,SP005,31/1/2022,392,Tăng,43,Thấp,Khu vực C,Buổi chiều,Cao,CD10
KH2509,SP003,24/1/2022,302,Tăng,272,Trung bình,Khu vực B,Buổi sáng,Thấp,CD5
KH2510,SP004,13/1/2022,114,Giảm,245,Cao,Khu vực C,Buổi sáng,Thấp,CD30
KH2511,SP002,13/1/2022,148,Giảm,87,Trung bình,Khu vực C,Buổi tối,Thấp,CD26
KH2512,SP002,11/1/2022,294,Tăng,211,Trung bình,Khu vực C,Buổi tối,Cao,CD17
KH2513,SP003,8/1/2022,297,Tăng,227,Trung bình,Khu vực B,Buổi tối,Thấp,CD44
KH2514,SP001,6/1/2022,314,Tăng,265,Trung bình,Khu vực C,Buổi tối,Cao,CD44
KH2515,SP002,21/1/2022,326,Tăng,211,Thấp,Khu vực C,Buổi chiều,Cao,CD14
KH2516,SP004,24/1/2022,422,Tăng,246,Trung bình,Khu vực A,Buổi chiều,Thấp,CD28
KH2517,SP005,6/1/2022,61,Giảm,179,Thấp,Khu vực A,Buổi sáng,Cao,CD38
KH2518,SP001,13/1/2022,461,Tăng,208,Cao,Khu vực B,Buổi sáng,Cao,CD45
KH2519,SP003,1/1/2022,442,Tăng,220,Thấp,Khu vực C,Buổi tối,Thấp,CD14
KH2520,SP001,14/1/2022,330,Tăng,187,Thấp,Khu vực A,Buổi tối,Cao,CD4
KH2521,SP003,5/1/2022,67,Giảm,189,Thấp,Khu vực B,Buổi chiều,Thấp,CD26
KH2522,SP003,5/1/2022,74,Giảm,216,Cao,Khu vực C,Buổi tối,Thấp,CD36
KH2523,SP004,7/1/2022,411,Tăng,206,Thấp,Khu vực B,Buổi chiều,Thấp,CD33
KH2524,SP004,15/1/2022,216,Tăng,66,Cao,Khu vực C,Buổi sáng,Thấp,CD1
KH2525,SP002,15/1/2022,272,Tăng,132,Thấp,Khu vực C,Buổi chiều,Thấp,CD44
KH2526,SP002,23/1/2022,63,Giảm,81,Trung bình,Khu vực B,Buổi chiều,Thấp,CD23
KH2527,SP005,21/1/2022,205,Tăng,186,Thấp,Khu vực C,Buổi chiều,Cao,CD40
KH2528,SP004,7/1/2022,154,Giảm,62,Thấp,Khu vực B,Buổi sáng,Thấp,CD12
KH2529,SP005,21/1/2022,387,Tăng,185,Cao,Khu vực B,Buổi tối,Thấp,CD37
KH2530,SP002,11/1/2022,133,Giảm,276,Thấp,Khu vực B,Buổi chiều,Thấp,CD35
KH2531,SP004,21/1/2022,226,Tăng,276,Cao,Khu vực B,Buổi sáng,Thấp,CD14
KH2532,SP001,21/1/2022,407,Tăng,278,Thấp,Khu vực C,Buổi tối,Cao,CD40
KH2533,SP001,23/1/2022,142,Giảm,254,Cao,Khu vực B,Buổi chiều,Thấp,CD8
KH2534,SP005,15/1/2022,179,Giảm,253,Cao,Khu vực C,Buổi sáng,Cao,CD22
KH2535,SP005,24/1/2022,134,Giảm,99,Trung bình,Khu vực C,Buổi sáng,Thấp,CD3
KH2536,SP002,25/1/2022,255,Tăng,250,Thấp,Khu vực B,Buổi sáng,Thấp,CD13
KH2537,SP001,21/1/2022,390,Tăng,218,Cao,Khu vực A,Buổi sáng,Thấp,CD15
KH2538,SP005,3/1/2022,258,Tăng,59,Cao,Khu vực A,Buổi chiều,Cao,CD33
KH2539,SP001,11/1/2022,69,Giảm,61,Thấp,Khu vực C,Buổi sáng,Thấp,CD4
KH2540,SP005,21/1/2022,138,Giảm,285,Thấp,Khu vực C,Buổi sáng,Cao,CD39
KH2541,SP004,11/1/2022,125,Giảm,157,Cao,Khu vực B,Buổi chiều,Cao,CD17
KH2542,SP004,5/1/2022,490,Tăng,105,Thấp,Khu vực C,Buổi chiều,Cao,CD17
KH2543,SP001,21/1/2022,64,Giảm,240,Cao,Khu vực A,Buổi sáng,Cao,CD11
KH2544,SP004,7/1/2022,489,Tăng,237,Thấp,Khu vực A,Buổi tối,Cao,CD13
KH2545,SP001,18/1/2022,264,Tăng,134,Cao,Khu vực A,Buổi chiều,Cao,CD18
KH2546,SP005,11/1/2022,394,Tăng,106,Thấp,Khu vực A,Buổi sáng,Thấp,CD24
KH2547,SP002,9/1/2022,132,Giảm,55,Cao,Khu vực C,Buổi sáng,Thấp,CD13
KH2548,SP005,1/1/2022,201,Tăng,187,Cao,Khu vực A,Buổi sáng,Cao,CD22
KH2549,SP005,8/1/2022,179,Giảm,239,Cao,Khu vực B,Buổi sáng,Thấp,CD22
KH2550,SP005,28/1/2022,206,Tăng,249,Trung bình,Khu vực B,Buổi sáng,Thấp,CD21
KH2551,SP004,13/1/2022,57,Giảm,121,Trung bình,Khu vực A,Buổi tối,Thấp,CD48
KH2552,SP003,11/1/2022,210,Tăng,243,Trung bình,Khu vực C,Buổi sáng,Cao,CD26
KH2553,SP002,31/1/2022,297,Tăng,50,Thấp,Khu vực A,Buổi tối,Cao,CD3
KH2554,SP004,28/1/2022,325,Tăng,89,Thấp,Khu vực B,Buổi chiều,Thấp,CD38
KH2555,SP004,4/1/2022,331,Tăng,35,Trung bình,Khu vực B,Buổi sáng,Thấp,CD36
KH2556,SP003,28/1/2022,373,Tăng,247,Cao,Khu vực A,Buổi tối,Thấp,CD17
KH2557,SP002,21/1/2022,290,Tăng,75,Thấp,Khu vực C,Buổi tối,Cao,CD34
KH2558,SP002,6/1/2022,347,Tăng,128,Thấp,Khu vực A,Buổi sáng,Cao,CD4
KH2559,SP005,11/1/2022,494,Tăng,227,Thấp,Khu vực B,Buổi sáng,Thấp,CD28
KH2560,SP003,7/1/2022,113,Giảm,237,Trung bình,Khu vực C,Buổi chiều,Cao,CD21
KH2561,SP002,1/1/2022,315,Tăng,135,Thấp,Khu vực A,Buổi tối,Thấp,CD32
KH2562,SP001,1/1/2022,403,Tăng,215,Cao,Khu vực A,Buổi chiều,Cao,CD35
KH2563,SP001,19/1/2022,370,Tăng,95,Trung bình,Khu vực B,Buổi chiều,Thấp,CD19
KH2564,SP005,7/1/2022,62,Giảm,188,Cao,Khu vực A,Buổi tối,Cao,CD36
KH2565,SP001,19/1/2022,175,Giảm,67,Thấp,Khu vực C,Buổi sáng,Thấp,CD23
KH2566,SP001,14/1/2022,77,Giảm,261,Trung bình,Khu vực B,Buổi sáng,Cao,CD29
KH2567,SP001,7/1/2022,170,Giảm,193,Thấp,Khu vực B,Buổi sáng,Cao,CD36
KH2568,SP004,6/1/2022,450,Tăng,207,Thấp,Khu vực C,Buổi tối,Thấp,CD18
KH2569,SP004,21/1/2022,119,Giảm,141,Thấp,Khu vực C,Buổi chiều,Cao,CD26
KH2570,SP001,13/1/2022,207,Tăng,180,Trung bình,Khu vực B,Buổi chiều,Thấp,CD16
KH2571,SP005,11/1/2022,204,Tăng,180,Cao,Khu vực A,Buổi tối,Thấp,CD15
KH2572,SP002,27/1/2022,453,Tăng,199,Trung bình,Khu vực B,Buổi sáng,Thấp,CD27
KH2573,SP004,27/1/2022,100,Giảm,45,Cao,Khu vực B,Buổi tối,Cao,CD26
KH2574,SP001,24/1/2022,201,Tăng,203,Thấp,Khu vực A,Buổi sáng,Cao,CD9
KH2575,SP003,21/1/2022,92,Giảm,202,Thấp,Khu vực C,Buổi chiều,Cao,CD3
KH2576,SP003,4/1/2022,82,Giảm,196,Thấp,Khu vực C,Buổi chiều,Thấp,CD35
KH2577,SP005,8/1/2022,64,Giảm,150,Cao,Khu vực A,Buổi sáng,Thấp,CD44
KH2578,SP004,18/1/2022,479,Tăng,257,Trung bình,Khu vực B,Buổi chiều,Cao,CD47
KH2579,SP004,11/1/2022,115,Giảm,64,Trung bình,Khu vực A,Buổi chiều,Thấp,CD48
KH2580,SP004,31/1/2022,312,Tăng,70,Thấp,Khu vực B,Buổi tối,Thấp,CD37
KH2581,SP002,1/1/2022,130,Giảm,167,Trung bình,Khu vực C,Buổi tối,Cao,CD8
KH2582,SP005,11/1/2022,341,Tăng,251,Thấp,Khu vực B,Buổi sáng,Cao,CD32
KH2583,SP001,23/1/2022,347,Tăng,147,Cao,Khu vực B,Buổi chiều,Thấp,CD50
KH2584,SP001,29/1/2022,118,Giảm,135,Cao,Khu vực A,Buổi tối,Cao,CD15
KH2585,SP005,13/1/2022,216,Tăng,143,Cao,Khu vực B,Buổi tối,Cao,CD5
KH2586,SP002,27/1/2022,445,Tăng,254,Thấp,Khu vực A,Buổi chiều,Cao,CD16
KH2587,SP005,14/1/2022,211,Tăng,53,Trung bình,Khu vực B,Buổi chiều,Cao,CD48
KH2588,SP005,1/1/2022,397,Tăng,43,Trung bình,Khu vực A,Buổi sáng,Cao,CD21
KH2589,SP005,1/1/2022,449,Tăng,201,Trung bình,Khu vực B,Buổi sáng,Cao,CD32
KH2590,SP005,26/1/2022,296,Tăng,49,Thấp,Khu vực C,Buổi chiều,Cao,CD5
KH2591,SP005,7/1/2022,321,Tăng,126,Cao,Khu vực C,Buổi chiều,Cao,CD34
KH2592,SP001,5/1/2022,449,Tăng,223,Trung bình,Khu vực B,Buổi sáng,Cao,CD36
KH2593,SP001,1/1/2022,427,Tăng,279,Cao,Khu vực A,Buổi tối,Thấp,CD50
KH2594,SP005,23/1/2022,269,Tăng,95,Thấp,Khu vực C,Buổi sáng,Cao,CD3
KH2595,SP002,19/1/2022,336,Tăng,258,Trung bình,Khu vực A,Buổi chiều,Thấp,CD15
KH2596,SP004,11/1/2022,378,Tăng,245,Thấp,Khu vực B,Buổi chiều,Thấp,CD13
KH2597,SP002,21/1/2022,465,Tăng,175,Cao,Khu vực C,Buổi tối,Cao,CD36
KH2598,SP004,9/1/2022,457,Tăng,255,Trung bình,Khu vực B,Buổi chiều,Thấp,CD38
KH2599,SP002,6/1/2022,92,Giảm,134,Trung bình,Khu vực C,Buổi tối,Thấp,CD7
KH2600,SP004,27/1/2022,277,Tăng,211,Thấp,Khu vực A,Buổi chiều,Thấp,CD18
KH2601,SP005,1/1/2022,315,Tăng,233,Thấp,Khu vực A,Buổi tối,Cao,CD35
KH2602,SP004,11/1/2022,469,Tăng,68,Cao,Khu vực A,Buổi tối,Cao,CD25
KH2603,SP003,1/1/2022,498,Tăng,166,Thấp,Khu vực A,Buổi chiều,Thấp,CD31
KH2604,SP002,31/1/2022,63,Giảm,205,Trung bình,Khu vực B,Buổi chiều,Thấp,CD20
KH2605,SP003,4/1/2022,362,Tăng,100,Cao,Khu vực A,Buổi tối,Cao,CD5
KH2606,SP004,31/1/2022,444,Tăng,287,Cao,Khu vực A,Buổi tối,Thấp,CD35
KH2607,SP001,17/1/2022,453,Tăng,35,Trung bình,Khu vực B,Buổi sáng,Cao,CD50
KH2608,SP002,1/1/2022,308,Tăng,211,Thấp,Khu vực B,Buổi sáng,Cao,CD24
KH2609,SP001,1/1/2022,257,Tăng,200,Cao,Khu vực B,Buổi sáng,Thấp,CD8
KH2610,SP002,23/1/2022,83,Giảm,79,Thấp,Khu vực C,Buổi chiều,Cao,CD4
KH2611,SP002,27/1/2022,132,Giảm,279,Thấp,Khu vực C,Buổi sáng,Thấp,CD15
KH2612,SP001,1/1/2022,245,Tăng,223,Thấp,Khu vực C,Buổi sáng,Thấp,CD12
KH2613,SP002,11/1/2022,71,Giảm,244,Thấp,Khu vực C,Buổi tối,Cao,CD30
KH2614,SP004,24/1/2022,295,Tăng,121,Thấp,Khu vực A,Buổi chiều,Thấp,CD23
KH2615,SP005,28/1/2022,237,Tăng,83,Thấp,Khu vực B,Buổi sáng,Thấp,CD26
KH2616,SP005,1/1/2022,176,Giảm,233,Trung bình,Khu vực C,Buổi sáng,Thấp,CD20
KH2617,SP003,5/1/2022,451,Tăng,50,Cao,Khu vực B,Buổi tối,Thấp,CD7
KH2618,SP004,16/1/2022,92,Giảm,147,Thấp,Khu vực C,Buổi sáng,Thấp,CD46
KH2619,SP001,31/1/2022,341,Tăng,39,Thấp,Khu vực B,Buổi tối,Thấp,CD26
KH2620,SP005,3/1/2022,430,Tăng,84,Cao,Khu vực A,Buổi sáng,Thấp,CD38
KH2621,SP001,4/1/2022,80,Giảm,290,Cao,Khu vực A,Buổi chiều,Cao,CD12
KH2622,SP005,4/1/2022,474,Tăng,256,Cao,Khu vực C,Buổi chiều,Cao,CD24
KH2623,SP003,1/1/2022,451,Tăng,154,Thấp,Khu vực C,Buổi sáng,Thấp,CD5
KH2624,SP005,29/1/2022,402,Tăng,44,Trung bình,Khu vực B,Buổi tối,Cao,CD5
KH2625,SP002,16/1/2022,430,Tăng,199,Cao,Khu vực B,Buổi sáng,Cao,CD11
KH2626,SP005,1/1/2022,498,Tăng,67,Trung bình,Khu vực B,Buổi tối,Thấp,CD23
KH2627,SP005,7/1/2022,220,Tăng,167,Thấp,Khu vực B,Buổi sáng,Thấp,CD21
KH2628,SP005,29/1/2022,360,Tăng,299,Trung bình,Khu vực A,Buổi chiều,Cao,CD17
KH2629,SP002,29/1/2022,58,Giảm,261,Thấp,Khu vực C,Buổi chiều,Thấp,CD11
KH2630,SP001,23/1/2022,67,Giảm,248,Trung bình,Khu vực A,Buổi sáng,Thấp,CD33
KH2631,SP003,1/1/2022,94,Giảm,279,Thấp,Khu vực B,Buổi sáng,Cao,CD18
KH2632,SP003,3/1/2022,97,Giảm,285,Thấp,Khu vực C,Buổi sáng,Thấp,CD32
KH2633,SP005,11/1/2022,308,Tăng,68,Cao,Khu vực B,Buổi tối,Thấp,CD46
KH2634,SP002,21/1/2022,467,Tăng,90,Trung bình,Khu vực C,Buổi tối,Thấp,CD47
KH2635,SP004,31/1/2022,363,Tăng,137,Cao,Khu vực C,Buổi tối,Thấp,CD35
KH2636,SP001,27/1/2022,250,Tăng,169,Trung bình,Khu vực B,Buổi chiều,Cao,CD25
KH2637,SP005,6/1/2022,143,Giảm,92,Cao,Khu vực C,Buổi sáng,Cao,CD44
KH2638,SP002,27/1/2022,307,Tăng,81,Trung bình,Khu vực A,Buổi sáng,Cao,CD25
KH2639,SP003,1/1/2022,109,Giảm,226,Cao,Khu vực B,Buổi chiều,Cao,CD41
KH2640,SP001,27/1/2022,183,Giảm,239,Thấp,Khu vực C,Buổi tối,Cao,CD41
KH2641,SP002,18/1/2022,436,Tăng,225,Trung bình,Khu vực A,Buổi sáng,Cao,CD20
KH2642,SP001,31/1/2022,58,Giảm,136,Trung bình,Khu vực A,Buổi sáng,Thấp,CD43
KH2643,SP003,8/1/2022,491,Tăng,196,Cao,Khu vực B,Buổi sáng,Thấp,CD5
KH2644,SP003,31/1/2022,345,Tăng,32,Cao,Khu vực C,Buổi tối,Thấp,CD20
KH2645,SP002,14/1/2022,261,Tăng,63,Cao,Khu vực B,Buổi chiều,Thấp,CD50
KH2646,SP004,11/1/2022,451,Tăng,135,Trung bình,Khu vực C,Buổi sáng,Cao,CD39
KH2647,SP002,1/1/2022,198,Giảm,232,Thấp,Khu vực B,Buổi chiều,Thấp,CD41
KH2648,SP001,3/1/2022,77,Giảm,209,Trung bình,Khu vực B,Buổi chiều,Thấp,CD17
KH2649,SP002,11/1/2022,455,Tăng,162,Cao,Khu vực B,Buổi tối,Cao,CD17
KH2650,SP003,31/1/2022,268,Tăng,177,Cao,Khu vực C,Buổi chiều,Thấp,CD26
